SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,Class*
5.203,2.9291,0,0,5,0,0,33.3,0,2,8,-0.853,3.53,0.808,10.522,5,1.039,1.154,0,0,0,1.224,3,0,0,1,2.475,0.001,0,22.425,1.092,0,0,5,1,3.927,2.782,4,8.701,0,0,1
5.556,3.1022,4,0,0,0,2,26.9,0,6,0,0,4.079,1.612,10.952,0,1.062,1.118,0,0,0,1.274,1,0,1,0,2.394,0,0,22.009,2.915,0,2,0,4,4.662,3.425,0,9.999,0,1,1
5.389,2.923,1,0,5,0,2,33.3,2,3,4,-0.691,3.878,2.367,10.673,7,1.009,1.135,0,0,0,1.234,1,0,0,0,2.359,0,0,35.002,4.091,0,1,2,2,4.71,2.69,2,9.599,0,0,1
5.113,4.7489,2,0,0,0,0,20,0,8,0,0,3.882,2,10.776,8,1.065,1.147,0,0,0,1.127,0,0,0,0,2.223,-0.001,0,42.133,4.356,0,0,0,2,4.697,3.656,0,10.033,0,0,1
6.049,1.4106,0,0,16,5,6,39.3,3,9,21,-1.919,4.973,1.121,12.376,25,1.002,1.129,0,0,0,1.234,28,0,0,1,2.796,0,0,42.727,3.557,3,2,15,3,4.052,2.236,4,10.003,0,0,1
6.05,1.4285,0,0,16,5,6,39.7,3,10,21,-2.217,4.996,1.141,12.381,27,1.006,1.128,0,0,0,1.234,28,0,0,1,2.798,0,0,56.437,3.526,3,2,15,3,4.053,2.315,4,10.028,0,0,1
6.041,1.4001,0,0,18,5,6,39.1,2,7,23,-1.391,4.902,0.989,12.344,21,0.999,1.13,0,0,0,1.238,28,0,0,1,2.791,0,0,28.88,3.416,3,2,16,6,4.05,2.223,5,9.935,0,0,1
3.991,2.9922,0,0,0,0,0,32.7,2,0,0,0,4.228,4.087,10.288,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.992,0,0,0,13.789,0,0,0,0,3.02,1.529,0,8.449,0,0,0
3.981,2.922,0,0,0,0,0,32.4,2,0,0,0,3.838,3.567,9.863,0,0.961,1.14,0,0,0,1.21,0,0,0,0,1.983,0,0,0,9.336,0,0,0,0,3.002,1.543,0,8.043,0,0,0
3.978,2.9014,0,0,0,0,0,32.3,2,0,0,0,3.747,3.44,9.762,0,0.961,1.141,0,0,0,1.21,0,0,0,0,1.98,0,0,0,8.527,0,0,0,0,2.997,1.548,0,7.948,0,0,0
3.98,2.9122,0,0,0,0,0,32.4,2,0,0,0,3.794,3.459,9.814,0,0.961,1.14,0,0,0,1.21,0,0,0,0,1.981,0,0,0,8.931,0,0,0,0,2.999,1.545,0,7.997,0,0,0
3.994,3.0144,0,0,0,0,0,32.8,2,0,0,0,4.391,4.322,10.461,0,0.961,1.14,0,0,0,1.214,0,0,0,0,1.994,0,0,0,16.22,0,0,0,0,3.027,1.525,0,8.616,0,0,0
3.97,2.8623,0,0,0,0,0,32.1,2,0,0,0,3.594,3.17,9.588,0,0.961,1.141,0,0,0,1.209,0,0,0,0,1.973,0,0,0,7.314,0,0,0,0,2.988,1.556,0,7.785,0,0,0
3.985,2.9469,0,0,0,0,0,32.5,2,0,0,0,3.96,3.7,9.998,0,0.961,1.14,0,0,0,1.211,0,0,0,0,1.986,0,0,0,10.55,0,0,0,0,3.007,1.538,0,8.171,0,0,0
3.973,2.8767,0,0,0,0,0,32.2,2,0,0,0,3.648,3.301,9.649,0,0.961,1.141,0,0,0,1.209,0,0,0,0,1.975,0,0,0,7.718,0,0,0,0,2.992,1.553,0,7.842,0,0,0
3.993,3.0077,0,0,0,0,0,32.8,2,0,0,0,4.339,4.248,10.406,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.994,0,0,0,15.41,0,0,0,0,3.025,1.526,0,8.564,0,0,0
3.993,3.0042,0,0,0,0,0,32.7,2,0,0,0,4.312,4.236,10.378,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.993,0,0,0,15.005,0,0,0,0,3.023,1.527,0,8.536,0,0,0
3.942,2.7581,0,0,0,0,0,31.7,2,0,0,0,3.271,2.777,9.207,0,0.96,1.142,0,0,0,1.205,0,0,0,0,1.95,0.003,0,0,5.294,0,0,0,0,2.965,1.577,0,7.436,0,0,0
3.966,2.8463,0,0,0,0,0,32.1,2,0,0,0,3.537,3.146,9.522,0,0.96,1.141,0,0,0,1.207,0,0,0,0,1.97,0,0,0,6.909,0,0,0,0,2.985,1.559,0,7.724,0,0,0
3.992,2.9964,0,0,0,0,0,32.7,2,0,0,0,4.257,4.158,10.319,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.992,0,0,0,14.194,0,0,0,0,3.021,1.529,0,8.479,0,0,0
3.992,3.0004,0,0,0,0,0,32.7,2,0,0,0,4.285,4.17,10.349,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.993,0,0,0,14.6,0,0,0,0,3.022,1.528,0,8.508,0,0,0
3.95,2.7848,0,0,0,0,0,31.8,2,0,0,0,3.345,2.807,9.296,0,0.96,1.142,0,0,0,1.205,0,0,0,0,1.956,-0.002,0,0,5.698,0,0,0,0,2.971,1.571,0,7.516,0,0,0
3.984,2.9393,0,0,0,0,0,32.5,2,0,0,0,3.921,3.684,9.955,0,0.961,1.14,0,0,0,1.211,0,0,0,0,1.985,0,0,0,10.145,0,0,0,0,3.006,1.54,0,8.13,0,0,0
3.987,2.9606,0,0,0,0,0,32.6,2,0,0,0,4.034,3.807,10.078,0,0.961,1.14,0,0,0,1.212,0,0,0,0,1.988,0,0,0,11.36,0,0,0,0,3.011,1.536,0,8.248,0,0,0
3.989,2.9725,0,0,0,0,0,32.6,2,0,0,0,4.103,3.907,10.153,0,0.961,1.14,0,0,0,1.213,0,0,0,0,1.99,0,0,0,12.17,0,0,0,0,3.014,1.533,0,8.32,0,0,0
3.983,2.931,0,0,0,0,0,32.4,2,0,0,0,3.88,3.585,9.91,0,0.961,1.14,0,0,0,1.211,0,0,0,0,1.984,0,0,0,9.741,0,0,0,0,3.004,1.542,0,8.088,0,0,0
3.848,2.5301,0,0,0,0,0,30.8,2,0,0,0,2.792,2,8.584,0,0.96,1.144,0,0,0,1.194,0,0,0,0,1.879,-0.062,0,0,3.284,0,0,0,0,2.905,1.625,0,6.895,0,0,0
3.995,3.0258,0,0,0,0,0,32.8,2,0,0,0,4.486,4.459,10.561,0,0.961,1.139,0,0,0,1.214,0,0,0,0,1.995,0,0,0,17.84,0,0,0,0,3.032,1.523,0,8.714,0,0,0
3.99,2.983,0,0,0,0,0,32.7,2,0,0,0,4.167,4,10.223,0,0.961,1.14,0,0,0,1.212,0,0,0,0,1.991,0,0,0,12.98,0,0,0,0,3.017,1.531,0,8.386,0,0,0
3.902,2.6476,0,0,0,0,0,31.3,2,0,0,0,3.012,2.322,8.881,0,0.96,1.143,0,0,0,1.202,0,0,0,0,1.919,-0.02,0,0,4.086,0,0,0,0,2.938,1.6,0,7.148,0,0,0
3.932,2.7272,0,0,0,0,0,31.6,2,0,0,0,3.192,2.585,9.11,0,0.96,1.142,0,0,0,1.206,0,0,0,0,1.942,-0.006,0,0,4.891,0,0,0,0,2.958,1.583,0,7.349,0,0,0
3.942,2.7719,1,0,0,0,0,31.6,2,0,0,0,3.44,2.777,9.207,0,0.969,1.141,0,0,0,1.22,0,0,1,0,1.95,0.003,0,0,5.294,0,0,0,0,3.542,1.739,0,8.127,0,1,0
3.966,2.9891,0,0,0,0,0,31.4,2,1,0,0,3.553,3.146,9.522,2,0.968,1.143,0,0,0,1.188,0,0,0,0,1.97,0,0,0,6.909,0,0,0,0,3.032,1.676,0,7.778,0,0,0
3.984,3.038,0,0,0,0,0,32,2,1,0,0,3.932,3.684,9.955,2,0.966,1.141,0,0,0,1.198,0,0,0,0,1.985,0,0,0,10.145,0,0,0,0,3.041,1.62,0,8.167,0,0,0
3.978,3.0183,0,0,0,0,0,31.7,2,1,0,0,3.76,3.44,9.762,2,0.966,1.142,0,0,0,1.196,0,0,0,0,1.98,0,0,0,8.527,0,0,0,0,3.037,1.643,0,7.991,0,0,0
4.444,3.6403,0,0,0,0,0,34.8,2,1,0,0.928,3.02,1.891,9.202,2,0.979,1.135,0,0,0,1.224,0,0,0,0,2.042,0.042,0,10.174,2.602,0,0,0,0,3.395,2.352,0,7.665,0,0,0
3.848,2.5702,0,0,0,0,0,29.2,2,1,0,0,2.826,2,8.584,1,0.975,1.147,0,0,0,1.153,0,0,0,0,1.879,-0.068,0,0,3.284,0,0,0,1,2.921,2.125,0,6.961,0,0,0
3.414,1.9747,0,0,0,0,0,28.6,2,0,0,0,2.118,1,7.408,0,0.958,1.148,0,0,0,1.177,0,0,0,0,1.618,-0.454,0,0,1.707,0,0,0,0,2.71,1.75,0,6.044,0,0,0
3.95,2.7989,0,0,0,0,0,31,2,1,0,0,3.364,2.807,9.296,1,0.969,1.143,0,0,0,1.18,0,0,0,0,1.956,-0.002,0,0,5.698,0,0,0,1,2.976,1.857,0,7.552,0,0,0
3.97,2.871,0,0,0,0,0,31.5,2,1,0,0,3.609,3.17,9.588,1,0.967,1.142,0,0,0,1.189,0,0,0,0,1.973,0,0,0,7.314,0,0,0,1,2.991,1.778,0,7.812,0,0,0
3.956,2.8203,0,0,0,0,0,31.1,2,1,0,0,3.431,2.974,9.377,1,0.968,1.143,0,0,0,1.183,0,0,0,0,1.962,0.001,0,0,6.102,0,0,0,1,2.98,1.833,0,7.624,0,0,0
3.962,2.8392,0,0,0,0,0,31.3,2,1,0,0,3.494,3,9.452,1,0.968,1.143,0,0,0,1.184,0,0,0,0,1.966,-0.001,0,0,6.505,0,0,0,1,2.984,1.813,0,7.691,0,0,0
3.932,2.7461,0,0,0,0,0,30.6,2,1,0,0,3.215,2.585,9.11,1,0.97,1.144,0,0,0,1.175,0,0,0,0,1.942,-0.006,0,0,4.891,0,0,0,1,2.964,1.917,0,7.391,0,0,0
3.973,2.8845,0,0,0,0,0,31.6,2,1,0,0,3.662,3.301,9.649,1,0.967,1.142,0,0,0,1.189,0,0,0,0,1.975,0,0,0,7.718,0,0,0,1,2.994,1.763,0,7.868,0,0,0
3.942,2.7744,0,0,0,0,0,30.8,2,1,0,0,3.292,2.777,9.207,1,0.97,1.144,0,0,0,1.175,0,0,0,0,1.95,0.003,0,0,5.294,0,0,0,1,2.971,1.885,0,7.475,0,0,0
3.919,2.7132,0,0,0,0,0,30.3,2,1,0,0,3.131,2.55,9.002,1,0.971,1.145,0,0,0,1.17,0,0,0,0,1.932,0.012,0,0,4.489,0,0,0,1,2.957,1.955,0,7.3,0,0,0
3.902,2.6742,0,0,0,0,0,30,2,1,0,0,3.039,2.322,8.881,1,0.972,1.145,0,0,0,1.162,0,0,0,0,1.919,-0.021,0,0,4.086,0,0,0,1,2.948,2,0,7.199,0,0,0
5.142,2.6103,0,0,0,0,4,58.3,0,0,0,0,3.606,0,10.417,0,0.976,1.087,0,0,0,1.373,6,0,0,0,2.435,0,0,0,1.322,0,0,0,0,3.991,1.905,0,8.815,0,0,0
5.31,3.1132,3,0,0,1,1,46.7,1,0,0,0,3.642,1.185,10.25,0,1.034,1.1,0,0,1,1.354,1,0,1,0,2.288,0.014,0,0,1.726,0,0,0,0,4.26,2.525,0,9.124,0,3,0
4.562,3.6818,0,0,0,0,0,26.7,1,1,0,0.093,2.653,0.918,9.184,2,0.998,1.158,0,0,0,1.176,0,0,0,0,2,-0.235,0,10.069,1.521,0,0,1,0,3.413,2.778,1,7.474,0,0,0
3.414,2.9601,0,0,0,0,0,42.9,0,0,1,0,2.376,1,7.408,0,0.998,1.131,0,0,0,1.329,0,0,0,0,1.618,-0.657,0,0,1.707,0,0,1,0,3.317,3.375,1,7.293,0,0,0
5.313,3.4485,2,0,0,0,2,37.5,0,3,0,0,3.63,1.16,10.388,6,1.065,1.109,0,0,0,1.275,1,0,1,0,2.311,-0.008,0,20.913,1.833,0,2,0,1,4.735,3.306,0,9.638,0,1,0
5.313,3.3918,2,0,0,0,2,38.9,1,2,0,0,3.615,1.16,10.388,4,1.033,1.108,0,0,0,1.321,1,0,1,0,2.311,-0.008,0,21.419,1.833,0,1,0,0,4.907,2.942,0,9.714,0,1,0
5.137,2.9663,2,0,0,0,1,38.9,0,2,0,0,3.611,1.455,10.236,2,1.033,1.108,0,0,0,1.318,1,0,1,0,2.236,-0.008,0,21.132,2.425,0,0,0,0,4.877,2.927,0,9.685,0,1,0
4.17,2.9838,0,0,0,0,0,30.8,1,1,0,0,2.466,0.971,8.597,1,0.989,1.144,0,0,0,1.172,0,0,0,0,1.848,0.376,0,0,1.542,0,0,0,1,3.152,2.867,0,6.996,0,0,0
3.618,2.2939,0,0,0,0,0,30.8,0,1,0,0,2.447,0,8.412,0,0.989,1.144,0,0,0,1.187,1,0,0,0,2,-0.204,0,0,0.579,0,0,0,0,3.078,1.9,0,6.8,0,0,0
4.796,3.4717,0,0,1,0,2,40,0,3,2,0,3.299,1.185,9.882,6,1.057,1.13,0,1,0,1.212,1,0,0,0,2.243,0.015,0,20.095,1.686,0,2,2,1,3.839,3.333,1,8.516,0,0,0
3.618,2.3239,0,0,0,0,0,38.5,0,0,0,0,2.46,0,8.412,0,0.964,1.128,0,0,0,1.304,1,0,0,0,2,-0.19,0,0,0.579,0,0,0,0,3.196,1.7,0,7.016,0,0,0
4.641,3.1184,0,0,0,0,2,40,0,2,0,0,3.203,1.261,9.714,4,1.004,1.125,0,0,0,1.221,1,0,0,0,2.214,0.014,0,0,1.783,0,2,0,0,3.653,2.233,0,8.111,0,0,0
4.642,3.221,0,0,0,0,2,41.2,0,2,0,0,3.118,1.187,9.631,4,1.011,1.122,0,0,0,1.217,1,0,0,0,2.2,-0.026,0,0,1.487,0,2,0,1,3.655,2.537,0,8.059,0,0,0
4.702,2.9801,0,0,2,0,2,39.1,1,2,3,-0.444,3.394,1.695,9.965,3,1.008,1.13,0,0,0,1.232,1,0,0,0,2.233,0.004,0,10.759,2.642,0,1,2,1,3.663,2.5,1,8.363,0,0,0
5.041,2.7382,0,0,2,0,3,46.2,0,2,1,-0.452,3.65,1.429,10.352,6,1.007,1.115,0,0,0,1.265,3,0,0,0,2.378,0,0,11.092,2.496,0,1,0,1,3.889,2.378,1,8.743,0,0,0
4.821,3.1015,0,0,1,0,2,40,1,2,2,-0.188,3.324,1.455,9.928,3,1.015,1.129,0,0,0,1.232,1,0,0,0,2.249,-0.008,0,10.543,2.209,0,2,3,2,3.688,2.773,1,8.326,0,0,0
4.679,3.215,0,0,0,0,2,40,0,2,0,0,3.203,1.261,9.715,4,1.004,1.125,0,0,0,1.213,1,0,0,0,2.222,0.014,0,0,1.695,0,2,0,0,3.658,2.233,0,8.111,0,0,0
4.813,3.2293,0,0,0,0,2,42.1,0,3,0,-0.941,3.335,1.273,9.947,6,1.027,1.12,0,0,0,1.204,1,0,0,0,2.259,-0.008,0,10.414,1.86,0,1,0,1,3.72,2.864,0,8.342,0,0,0
4.782,3.1205,0,0,0,0,2,42.1,0,3,0,-0.923,3.335,1.273,9.947,6,1.027,1.12,0,0,0,1.206,1,0,0,0,2.251,-0.008,0,10.36,1.951,0,1,0,1,3.713,2.864,0,8.342,0,0,0
4.17,3.0911,0,0,0,0,0,27.3,1,2,0,-0.745,2.512,0.971,8.597,2,1.028,1.151,0,0,0,1.068,0,0,0,0,1.848,0.413,0,9.368,1.542,0,0,0,1,3.321,3.633,0,7.252,0,0,0
4.17,3.141,1,0,0,0,0,22.2,1,2,0,-0.881,2.786,0.971,8.597,0,1.055,1.13,0,0,0,1.19,0,0,0,0,1.848,0.431,0,9.292,1.542,0,0,0,1,3.52,3.878,0,7.83,0,0,0
4.303,3.0303,2,0,0,0,0,25,2,1,0,0,3.122,1.459,8.815,0,1.042,1.147,0,0,0,1.168,0,0,1,0,1.932,-0.235,0,0,1.745,0,0,0,1,3.659,3.093,0,8.37,0,2,0
4.732,3.1349,0,0,0,0,2,44.4,2,0,0,0,2.97,0.875,9.579,0,0.968,1.115,0,0,0,1.323,1,0,0,0,2.194,0.041,0,0,0.854,0,0,0,0,3.641,1.917,0,7.944,0,0,0
5.506,6.0048,0,0,0,1,0,32.3,4,8,0,-3.252,4.172,2.798,10.911,17,1.01,1.141,0,0,0,1.159,0,0,0,0,2.408,0,0,48.77,3.427,0,0,0,0,3.673,2.658,0,8.954,0,0,0
4.347,3.2881,0,0,0,0,0,33.3,1,2,0,-0.318,3.223,2.3,9.338,4,0.99,1.139,0,0,0,1.189,0,0,0,0,2.011,0.014,0,10.504,4.098,0,0,0,0,3.423,2.424,0,7.847,0,0,0
5.05,1.922,0,0,0,0,0,31.6,1,6,0,-0.305,4.19,3.702,10.738,10,0.991,1.142,0,0,0,1.156,1,0,0,0,2.344,0,0,11.801,10.448,0,0,0,3,3.489,2.267,0,8.719,0,0,0
5.04,3.4097,0,0,0,0,2,44.4,0,4,0,-2.457,3.451,1.258,10.159,8,1.053,1.116,0,0,0,1.194,1,0,0,0,2.323,0.005,0,20.926,1.711,0,0,0,2,3.792,3.389,0,8.531,0,0,0
4.334,3.3321,1,0,0,0,0,26.7,1,2,0,-0.199,3.007,1.557,8.944,3,1.018,1.133,0,0,0,1.212,0,0,0,0,1.97,0.145,0,10.141,2.195,0,0,0,0,3.453,2.913,0,7.943,0,0,0
5.332,2.1568,1,0,0,0,6,44.7,3,4,0,0,4.232,0.596,11.081,15,1,1.109,0,0,0,1.299,3,0,0,0,2.383,0,0,13.31,2.893,0,3,0,0,4.441,2.243,0,9.662,0,0,0
5.355,2.2854,1,0,0,0,6,44.7,3,4,0,0,4.232,0.596,11.107,18,1,1.109,0,0,0,1.303,3,0,0,0,2.407,0,0,13.511,2.775,0,3,0,0,4.444,2.243,0,9.664,0,0,0
4.771,3.7643,0,0,1,0,0,29.5,3,3,1,0.045,3.62,2.705,9.959,3,0.99,1.148,0,0,0,1.15,0,0,0,0,2.182,0,0,11.716,5.013,0,0,3,2,3.441,2.422,1,8.122,0,0,0
4.771,3.3519,0,0,1,0,0,31,3,3,1,0.058,4.015,3.412,10.29,3,0.979,1.145,0,0,0,1.174,0,0,0,0,2.183,0,0,11.961,9.466,0,0,3,2,3.442,2.103,1,8.443,0,0,0
4.771,3.4769,0,0,1,0,0,30.5,3,3,1,0.055,3.859,3.118,10.156,3,0.983,1.146,0,0,0,1.167,0,0,0,0,2.183,0,0,11.887,7.554,0,0,3,2,3.442,2.212,1,8.313,0,0,0
4.771,3.4063,0,0,1,0,0,30.8,3,3,1,0.057,3.94,3.272,10.226,3,0.981,1.145,0,0,0,1.171,0,0,0,0,2.183,0,0,11.928,8.522,0,0,3,2,3.442,2.153,1,8.38,0,0,0
4.771,3.6907,0,0,1,0,0,29.8,3,3,1,0.048,3.673,2.753,10.001,3,0.988,1.148,0,0,0,1.156,0,0,0,0,2.183,0,0,11.762,5.536,0,0,3,2,3.441,2.37,1,8.164,0,0,0
4.77,3.8468,0,0,1,0,0,29.3,3,3,1,0.041,3.565,2.531,9.914,3,0.992,1.149,0,0,0,1.149,0,0,0,0,2.182,-0.001,0,11.659,4.484,0,0,3,2,3.441,2.479,1,8.08,0,0,0
4.771,3.5694,0,0,1,0,0,30.2,3,3,1,0.052,3.77,2.946,10.082,3,0.985,1.147,0,0,0,1.16,0,0,0,0,2.183,0,0,11.834,6.56,0,0,3,2,3.441,2.283,1,8.241,0,0,0
3.919,2.8061,0,0,2,0,0,29.4,2,0,2,0,3.118,2.55,9.002,0,0.965,1.149,0,0,0,1.18,0,0,0,0,1.932,0.012,0,0,4.489,0,0,2,1,2.977,1.682,1,7.292,0,0,0
3.802,2.5907,0,0,1,0,0,27.3,2,0,1,0,2.68,1.95,8.394,0,0.968,1.155,0,0,0,1.16,0,0,0,0,1.848,0.117,0,0,2.885,0,0,2,1,2.918,1.786,1,6.807,0,0,0
4.236,2.9061,0,0,1,0,0,30.4,1,0,1,0,3.427,2.79,9.593,0,0.964,1.146,0,0,0,1.203,0,0,0,0,1.987,0.001,0,0,6.005,0,0,1,0,3.087,1.633,1,7.721,0,0,0
3.802,2.4986,0,0,0,0,0,28.6,2,1,0,0,2.699,1.95,8.394,1,0.977,1.148,0,0,0,1.136,0,0,0,0,1.848,0.12,0,0,2.885,0,0,0,1,2.901,2.214,0,6.817,0,0,0
3.802,2.6121,0,0,0,0,0,27.3,2,0,2,0,2.68,1.95,8.394,0,0.968,1.155,0,0,0,1.156,0,0,0,0,1.848,0.117,0,0,2.885,0,0,2,1,2.922,1.786,1,6.805,0,0,0
4.373,3.0397,0,0,1,0,0,31.1,1,2,1,-0.03,3.844,3.425,9.977,3,0.976,1.144,0,0,0,1.18,0,0,0,0,2.037,0,0,11.106,8.717,0,0,1,2,3.341,2.03,1,8.247,0,0,0
3.802,2.9802,0,0,0,0,0,35.3,2,1,0,0,2.787,1.95,8.394,1,0.985,1.134,0,0,0,1.203,0,0,0,0,1.848,0.137,0,0,2.885,0,0,0,1,3.307,2.5,0,7.418,0,0,0
3.618,2.2821,0,0,0,0,0,26.7,2,1,0,0,2.386,1.522,7.853,1,0.983,1.152,0,0,0,1.115,0,0,0,0,1.732,0.342,0,0,2.094,0,0,0,1,2.833,2.5,0,6.446,0,0,0
3.414,2.1047,0,0,0,0,0,25,2,1,0,0,2.182,1,7.408,1,0.988,1.156,0,0,0,1.068,0,0,0,0,1.618,-0.547,0,0,1.707,0,0,0,1,2.768,2.75,0,6.192,0,0,0
5.173,3.698,0,0,0,1,0,27.3,3,2,0,0,2.876,1.5,9.921,2,0.993,1.151,0,0,0,1.121,0,0,0,0,2.157,-0.076,0,0,1.97,0,0,0,1,3.316,2.469,0,7.415,0,0,0
4.393,3.5829,0,0,0,0,0,34.5,4,1,0,2.631,3.203,2.187,9.562,1,0.975,1.136,0,0,0,1.225,0,0,0,0,2.048,0.013,0,0,3.684,0,0,0,1,3.348,2.167,0,7.905,0,0,0
4.303,3.2979,0,0,0,0,0,38.5,0,0,0,0,2.724,0.862,9.067,0,0.981,1.134,0,0,0,1.333,1,0,0,1,2.115,0.13,0,0,0.956,0,0,2,0,3.608,2,1,7.764,0,0,0
4.77,2.3282,0,0,0,0,0,35.7,2,0,0,1.395,3.101,1.185,9.882,0,0.963,1.133,0,0,0,1.246,1,0,0,0,2.236,0.011,0,0,1.74,2,0,0,0,3.376,1.733,0,7.741,0,0,0
4.372,3.3629,0,0,0,0,0,35.7,3,0,0,1.413,3.095,1.922,9.494,0,0.963,1.133,0,0,0,1.268,0,0,0,0,2.031,-0.022,0,0,3.412,0,0,0,0,3.294,1.9,0,7.754,0,0,0
4.17,2.9773,1,0,0,0,0,33.3,2,0,0,1.02,2.776,0.971,8.597,0,0.988,1.134,0,0,0,1.286,0,0,1,0,1.848,0.358,0,0,1.542,0,0,0,0,3.615,2.456,0,7.945,0,1,0
4.562,3.4629,0,0,0,0,0,28.6,2,2,0,-0.185,2.673,0.918,9.184,2,1.014,1.149,0,0,0,1.143,0,0,0,0,2,-0.242,0,9.894,1.521,0,0,0,1,3.393,3.333,0,7.452,0,0,0
4.17,3.0839,0,0,0,0,0,27.3,2,2,0,-0.19,2.512,0.971,8.597,1,1.028,1.151,0,0,0,1.111,0,0,0,0,1.848,0.414,0,9.563,1.542,0,0,0,1,3.295,3.633,0,7.23,0,0,0
4.17,2.9217,0,0,0,0,0,30.8,2,1,0,0.255,2.466,0.971,8.597,1,0.989,1.144,0,0,0,1.16,0,0,0,0,1.848,0.367,0,9.813,1.542,0,0,0,0,3.281,2.833,0,7.18,0,0,0
4.523,3.5349,0,0,0,0,0,33.3,2,2,0,0.087,3.056,1.837,9.454,4,0.998,1.139,0,0,0,1.169,0,0,0,0,2.074,0.045,0,21.121,2.57,0,0,0,0,3.436,2.87,0,7.845,0,0,0
4.808,2.7592,0,0,0,0,1,45.5,1,2,0,-0.202,3.41,1.695,9.972,4,1.003,1.113,0,0,0,1.272,1,0,0,0,2.236,0.004,0,21.841,2.668,0,0,0,0,3.669,2.708,0,8.419,0,0,0
4.414,3.1123,0,0,0,0,0,26.3,2,2,0,0,2.756,1.379,9.222,2,0.998,1.153,0,0,0,1.118,0,0,0,0,2,0.132,0,0,2.133,0,0,0,2,3.158,2.881,0,7.205,0,0,0
4.17,2.6098,0,0,0,0,0,25,2,0,1,0,2.373,0.971,8.597,0,0.97,1.161,0,0,0,1.13,0,0,0,0,1.848,0.324,0,0,1.542,0,0,2,2,2.994,2.167,1,6.645,0,0,0
4.845,3.2318,2,0,0,0,3,43.8,1,1,0,0,3.523,1.185,9.902,2,1.032,1.11,0,0,0,1.307,1,0,1,0,2.267,0.014,0,0,1.393,0,2,0,1,4.004,2.672,0,8.882,0,2,0
3,1.633,0,0,0,0,0,27.3,2,0,0,0,1.842,0.918,6.594,0,0.958,1.151,0,0,0,1.185,0,0,0,0,1.414,0.646,0,0,1.333,0,0,0,0,2.556,1.833,0,5.638,0,0,0
4.985,2.5678,0,0,0,0,3,52.2,0,1,0,0,3.499,0.569,10.158,3,0.989,1.099,0,0,0,1.304,2,0,0,0,2.327,0.001,0,0,2.096,0,1,0,1,3.769,2.231,0,8.538,0,0,0
5.116,2.9721,0,0,0,0,4,52.4,0,2,0,0,3.532,0.985,10.31,5,1.009,1.099,0,0,0,1.304,3,0,0,0,2.401,0.001,0,10.681,1.274,0,1,0,1,3.923,2.59,0,8.674,0,0,0
4.732,3.2306,0,0,0,0,2,43.8,1,1,0,0,2.998,0.875,9.579,3,0.991,1.117,0,0,0,1.271,1,0,0,0,2.194,0.044,0,0,0.854,0,1,0,1,3.656,2.417,0,7.976,0,0,0
4.796,3.2192,0,0,0,0,2,43.8,0,3,0,-1.032,3.261,1.185,9.882,6,1.04,1.117,0,0,0,1.207,1,0,0,0,2.243,0.015,0,10.242,1.686,0,1,0,2,3.718,3.2,0,8.3,0,0,0
4.953,3.3673,0,0,0,0,2,42.1,0,3,0,-0.97,3.335,1.273,9.975,7,1.027,1.12,0,0,0,1.205,1,0,0,0,2.288,-0.008,0,10.501,1.602,0,1,0,1,3.743,2.864,0,8.344,0,0,0
4.962,2.3207,0,0,0,0,2,50,0,1,0,0,3.558,0.544,10.193,4,0.986,1.104,0,0,0,1.292,2,0,0,0,2.307,-0.001,0,0,2.627,0,0,0,1,3.687,2.19,0,8.535,0,0,0
4.499,2.991,0,0,0,0,1,50,0,0,0,0,3,1.125,9.311,0,0.971,1.104,0,0,0,1.323,1,0,0,0,2.136,0.043,0,0,1.481,0,0,0,0,3.58,2.083,0,7.926,0,0,0
4.476,3.6059,0,0,1,0,0,29.4,1,2,1,-0.332,2.97,1.5,9.345,3,1.017,1.152,0,0,0,1.165,0,0,0,0,2.042,-0.085,0,20.443,2.34,0,0,1,1,3.443,3.167,1,7.831,0,0,0
4.17,3.1925,0,0,0,0,0,25,1,1,0,0.005,2.488,0.971,8.597,1,1.007,1.163,0,0,0,1.126,0,0,0,0,1.848,0.399,0,9.701,1.542,0,0,1,1,3.307,3.033,1,7.233,0,0,0
4.214,3.1463,0,0,0,0,0,26.7,2,1,0,0.039,2.642,1.459,8.755,1,0.998,1.158,0,0,0,1.156,0,0,0,0,1.902,-0.235,0,9.933,2.052,0,0,2,1,3.314,2.778,1,7.328,0,0,0
4.236,3.0132,0,0,0,0,0,32,0,4,0,-1.373,3.794,3.122,10.004,4,0.991,1.141,0,0,0,1.163,0,0,0,0,2,0,0,20.61,8.008,0,0,0,2,3.335,2.517,0,8.384,0,0,0
